Date,Adj Close,Close,High,Low,Open,Volume
2024-05-29,481.3999939,481.3999939,490.7999878,480.1000061,490.1000061,66410
2024-05-30,488.3999939,488.3999939,495.2999878,478.2999878,479,40963
2024-05-31,487.1000061,487.1000061,488.3999939,480.6000061,488.3999939,41798
2024-06-03,484.1000061,484.1000061,493,482.6000061,493,35975
2024-06-04,492.2999878,492.2999878,498.3999939,483.1000061,486,40381
2024-06-05,497.7000122,497.7000122,497.8999939,490.2999878,494.2000122,30113
2024-06-06,505.2000122,505.2000122,508.3999939,503.3999939,507.2000122,28691
2024-06-07,501.2000122,501.2000122,510.6000061,500,510.3999939,25742
2024-06-10,500.3999939,500.3999939,502.7999878,495.5,495.5,14687
2024-06-11,495.1000061,495.1000061,504,491.5,503.2000122,31938
2024-06-12,484.8999939,484.8999939,492.1000061,474,491.8999939,48712
2024-06-13,480.2000122,480.2000122,488.5,478.1000061,483.1000061,42488
2024-06-14,482.7999878,482.7999878,487.6000061,478.7000122,483,37768
2024-06-17,472.2999878,472.2999878,485.2999878,471.1000061,482.7999878,49982
2024-06-18,477.1000061,477.1000061,481.3999939,473.6000061,474.2000122,27986
2024-06-19,472.3999939,472.3999939,481.2000122,471.2999878,478.3999939,27718
2024-06-20,479.2999878,479.2999878,482.2000122,472.3999939,474.2999878,42232
2024-06-21,476.6000061,476.6000061,480.7000122,473.3999939,478.7000122,27046
2024-06-24,487,487,487.2999878,473.5,478,23350
2024-06-25,482.5,482.5,488,480.1000061,482.6000061,26272
2024-06-26,485.8999939,485.8999939,494.6000061,483.5,485.7999878,26040
2024-06-27,486.2999878,486.2999878,488.6000061,481.8999939,485.6000061,27359
2024-06-28,489.5,489.5,493.3999939,486.7999878,487.3999939,25929
2024-07-01,488.3999939,488.3999939,497.3999939,486.2000122,493.7999878,28865
2024-07-02,486,486,487.1000061,478.6000061,485.7999878,16024
2024-07-03,498.2999878,498.2999878,504.2000122,487.3999939,488.8999939,30992
2024-07-04,503,503,504.3999939,496.5,497.7000122,11393
2024-07-05,504,504,506.6000061,497.2000122,498.7999878,16052
2024-07-08,502.7999878,502.7999878,506.8999939,501.7999878,504.3999939,28451
2024-07-09,505,505,519.4000244,502.2000122,502.2000122,41898
2024-07-10,510.3999939,510.3999939,510.7999878,503.7999878,506,13047
2024-07-11,522.2000122,522.2000122,523,511.3999939,516.5999756,39594
2024-07-12,518.2000122,518.2000122,523.7999878,514.2000122,521.4000244,29582
2024-07-15,516.4000244,516.4000244,522.2999878,515.2000122,517,18642
2024-07-16,515.2000122,515.2000122,515.4000244,510,512.4000244,26535
2024-07-17,509,509,518,507.8999939,517.2000122,35679
2024-07-18,520.2000122,520.2000122,528.5999756,508.2000122,514.7999878,50273
2024-07-19,509.6000061,509.6000061,510,501.2000122,508.6000061,36760
2024-07-22,512.4000244,512.4000244,516.2000122,508.5,511.7999878,24043
2024-07-23,523,523,528,512,515.5999756,32775
2024-07-24,521.5999756,521.5999756,522.7999878,514.2000122,517.4000244,30641
2024-07-25,558.7999878,558.7999878,576.7999878,549.7999878,554.5999756,160522
2024-07-26,580,580,582,559.7999878,559.7999878,82927
2024-07-29,572,572,589.4000244,569.7999878,585,48582
2024-07-30,578.5999756,578.5999756,583.5999756,573.5999756,576.2000122,43818
