"Date","Price","Open","High","Low","Change %"
"01/12/2024","1.620","1.600","1.680","1.540","0.62%"
"01/11/2024","1.610","1.650","1.660","1.600","-0.62%"
"01/10/2024","1.620","1.610","1.680","1.610","-1.82%"
"01/09/2024","1.650","1.640","1.690","1.610","-0.60%"
"01/08/2024","1.660","1.610","1.660","1.590","3.11%"
"01/07/2024","1.610","1.660","1.660","1.610","-1.83%"
"01/05/2024","1.640","1.660","1.690","1.610","-2.38%"
"01/04/2024","1.680","1.610","1.690","1.610","3.70%"
"01/03/2024","1.620","1.610","1.680","1.570","-1.82%"
"01/02/2024","1.650","1.610","1.720","1.610","-4.07%"
"01/01/2024","1.720","1.720","1.720","1.720","0.00%"
"12/31/2023","1.720","1.610","1.720","1.610","6.83%"
"12/29/2023","1.610","1.700","1.720","1.610","-1.83%"
"12/28/2023","1.640","1.790","1.790","1.620","0.00%"
"12/27/2023","1.640","1.790","1.790","1.620","1.23%"
"12/24/2023","1.620","1.620","1.620","1.620","-2.41%"
"12/22/2023","1.660","1.670","1.730","1.620","-0.60%"
"12/21/2023","1.670","1.620","1.700","1.620","1.83%"
"12/20/2023","1.640","1.840","1.840","1.620","-1.20%"
"12/19/2023","1.660","1.620","1.750","1.620","0.61%"
"12/18/2023","1.650","1.800","1.800","1.610","1.85%"
"12/17/2023","1.620","1.620","1.620","1.620","-1.82%"
"12/15/2023","1.650","1.720","1.720","1.620","-4.07%"
"12/14/2023","1.720","1.730","1.760","1.570","6.17%"
"12/13/2023","1.620","1.760","1.760","1.620","-0.61%"
"12/12/2023","1.630","1.730","1.730","1.570","1.87%"
"12/11/2023","1.600","1.620","1.640","1.580","-1.23%"
"12/10/2023","1.620","1.630","1.630","1.620","4.52%"
"12/08/2023","1.550","1.620","1.630","1.550","-4.91%"
"12/07/2023","1.630","1.600","1.640","1.530","5.84%"
"12/06/2023","1.540","1.620","1.670","1.540","-1.91%"
"12/05/2023","1.570","1.610","1.670","1.540","1.95%"
"12/04/2023","1.540","1.600","1.630","1.490","-5.52%"
"12/03/2023","1.630","1.630","1.630","1.630","0.00%"
"12/02/2023","1.630","1.630","1.630","1.630","5.84%"
"12/01/2023","1.540","1.610","1.660","1.530","-6.67%"
"11/30/2023","1.650","1.590","1.650","1.480","0.61%"
"11/29/2023","1.640","1.630","1.680","1.490","-1.80%"
"11/28/2023","1.670","1.630","1.670","1.530","9.15%"
"11/27/2023","1.530","1.630","1.630","1.520","-6.13%"
"11/26/2023","1.630","1.630","1.630","1.630","7.24%"
"11/24/2023","1.520","1.490","1.680","1.490","-5.00%"
"11/23/2023","1.600","1.630","1.690","1.380","-1.84%"
"11/22/2023","1.630","1.600","1.680","1.510","7.24%"
"11/21/2023","1.520","1.630","1.630","1.510","-6.75%"
"11/20/2023","1.630","1.590","1.730","1.500","-0.61%"
"11/19/2023","1.640","1.500","1.640","1.500","9.33%"
"11/18/2023","1.500","1.500","1.500","1.500","0.00%"
"11/17/2023","1.500","1.640","1.670","1.500","0.00%"
"11/16/2023","1.500","1.640","1.640","1.460","0.00%"
"11/15/2023","1.500","1.640","1.640","1.460","-8.54%"
"11/14/2023","1.640","1.550","1.680","1.500","0.00%"
"11/13/2023","1.640","1.690","1.690","1.520","0.00%"
"11/12/2023","1.640","1.500","1.640","1.500","9.33%"
"11/11/2023","1.500","1.550","1.550","1.500","0.00%"
"11/10/2023","1.500","1.640","1.720","1.500","-8.54%"
"11/09/2023","1.640","1.550","1.680","1.500","7.89%"
"11/08/2023","1.520","1.640","1.710","1.510","-6.75%"
"11/07/2023","1.630","1.640","1.700","1.530","-0.61%"
"11/06/2023","1.640","1.550","1.660","1.520","0.00%"
"11/05/2023","1.640","1.640","1.640","1.640","0.00%"
"11/04/2023","1.640","1.640","1.640","1.640","0.00%"
"11/03/2023","1.640","1.550","1.670","1.510","9.33%"
"11/02/2023","1.500","1.550","1.720","1.500","-8.54%"
"11/01/2023","1.640","1.550","1.680","1.480","9.33%"
"10/31/2023","1.500","1.550","1.640","1.460","0.00%"
"10/30/2023","1.500","1.550","1.650","1.450","-10.71%"
"10/29/2023","1.680","1.650","1.680","1.650","8.39%"
"10/28/2023","1.550","1.550","1.550","1.550","-6.06%"
"10/27/2023","1.650","1.550","1.680","1.550","-1.20%"
"10/26/2023","1.670","1.550","1.670","1.550","8.44%"
"10/25/2023","1.540","1.550","1.660","1.530","2.67%"
"10/24/2023","1.500","1.550","1.700","1.500","0.00%"
"10/23/2023","1.500","1.550","1.650","1.500","0.00%"
"10/22/2023","1.500","1.650","1.670","1.500","-9.09%"
"10/21/2023","1.650","1.670","1.670","1.650","-1.79%"
"10/20/2023","1.680","1.650","1.710","1.540","1.20%"
"10/19/2023","1.660","1.550","1.660","1.530","10.67%"
"10/18/2023","1.500","1.650","1.700","1.500","-10.18%"
"10/17/2023","1.670","1.660","1.710","1.550","11.33%"
"10/16/2023","1.500","1.550","1.710","1.500","-9.64%"
"10/15/2023","1.660","1.500","1.660","1.500","10.67%"
"10/14/2023","1.500","1.550","1.550","1.500","0.00%"
"10/13/2023","1.500","1.550","1.660","1.500","-9.64%"
"10/12/2023","1.660","1.550","1.720","1.550","0.00%"
"10/11/2023","1.660","1.550","1.710","1.540","0.00%"
"10/10/2023","1.660","1.640","1.710","1.540","1.22%"
"10/09/2023","1.640","1.550","1.700","1.500","0.00%"
"10/08/2023","1.640","1.500","1.670","1.500","9.33%"
"10/07/2023","1.500","1.640","1.640","1.500","-8.54%"
"10/06/2023","1.640","1.550","1.710","1.530","0.00%"
"10/05/2023","1.640","1.550","1.690","1.530","0.00%"
"10/04/2023","1.640","1.550","1.730","1.550","-0.61%"
"10/03/2023","1.650","1.700","1.700","1.540","0.00%"
"10/02/2023","1.650","1.680","1.700","1.540","-1.79%"
"10/01/2023","1.680","1.650","1.680","1.650","1.82%"
"09/30/2023","1.650","1.650","1.650","1.650","-0.60%"
"09/29/2023","1.660","1.650","1.700","1.550","0.61%"
"09/28/2023","1.650","1.550","1.680","1.550","6.45%"
"09/27/2023","1.550","1.670","1.700","1.550","-7.19%"
"09/26/2023","1.670","1.680","1.700","1.500","-0.60%"
"09/25/2023","1.680","1.650","1.700","1.530","-0.59%"
"09/24/2023","1.690","1.700","1.700","1.660","-0.59%"
"09/23/2023","1.700","1.690","1.700","1.690","0.00%"
"09/22/2023","1.700","1.690","1.700","1.400","0.59%"
"09/21/2023","1.690","1.730","1.750","1.520","-3.43%"
"09/20/2023","1.750","1.730","1.750","1.670","1.16%"
"09/19/2023","1.730","1.820","1.870","1.670","0.58%"
"09/18/2023","1.720","1.690","1.810","1.650","1.78%"
"09/17/2023","1.690","1.650","1.690","1.650","2.42%"
"09/16/2023","1.650","1.690","1.690","1.650","0.00%"
"09/15/2023","1.650","1.690","1.700","1.650","-2.94%"
"09/14/2023","1.700","1.680","1.720","1.590","0.00%"
"09/13/2023","1.700","1.680","1.700","1.630","3.03%"
"09/12/2023","1.650","1.680","1.740","1.590","-2.94%"
"09/11/2023","1.700","1.680","1.770","1.590","1.19%"
"09/10/2023","1.680","1.650","1.680","1.650","0.00%"
"09/09/2023","1.680","1.650","1.680","1.650","5.00%"
"09/08/2023","1.600","1.550","1.770","1.550","-4.76%"
"09/07/2023","1.680","1.550","1.680","1.550","5.00%"
"09/06/2023","1.600","1.740","1.740","1.550","-6.43%"
"09/05/2023","1.710","1.550","1.730","1.550","1.79%"
"09/04/2023","1.680","1.700","1.760","1.680","0.00%"
"09/03/2023","1.680","1.600","1.680","1.550","5.00%"
"09/02/2023","1.600","1.550","1.600","1.550","-5.88%"
"09/01/2023","1.700","1.550","1.740","1.550","-2.30%"
"08/31/2023","1.740","1.550","1.750","1.550","1.75%"
"08/30/2023","1.710","1.680","1.760","1.660","-0.58%"
"08/29/2023","1.720","1.680","1.780","1.680","2.38%"
"08/28/2023","1.680","1.550","1.730","1.550","8.39%"
"08/27/2023","1.550","1.600","1.600","1.550","-7.74%"
"08/26/2023","1.680","1.720","1.720","1.680","-2.89%"
"08/25/2023","1.730","1.680","1.740","1.670","2.98%"
"08/24/2023","1.680","1.550","1.740","1.550","0.00%"
"08/23/2023","1.680","1.550","1.740","1.550","1.82%"
"08/22/2023","1.650","1.690","1.710","1.530","-1.79%"
"08/21/2023","1.680","1.550","1.690","1.550","0.60%"
"08/20/2023","1.670","1.600","1.670","1.600","4.37%"
"08/19/2023","1.600","1.670","1.670","1.550","-3.61%"
"08/18/2023","1.660","1.550","1.740","1.550","3.75%"
"08/17/2023","1.600","1.660","1.720","1.600","0.00%"
"08/16/2023","1.600","1.550","1.720","1.550","-3.61%"
"08/15/2023","1.660","1.550","1.710","1.550","0.61%"
"08/14/2023","1.650","1.660","1.690","1.540","-0.60%"
"08/13/2023","1.660","1.660","1.660","1.660","0.00%"
"08/12/2023","1.660","1.660","1.660","1.660","0.61%"
"08/11/2023","1.650","1.670","1.730","1.650","-0.60%"
"08/10/2023","1.660","1.670","1.720","1.620","2.47%"
"08/09/2023","1.620","1.670","1.730","1.620","-2.99%"
"08/08/2023","1.670","1.680","1.720","1.600","-0.60%"
"08/07/2023","1.680","1.640","1.720","1.620","1.82%"
"08/06/2023","1.650","1.680","1.680","1.630","0.00%"
"08/05/2023","1.650","1.650","1.650","1.650","0.00%"
"08/04/2023","1.650","1.680","1.740","1.640","-2.94%"
"08/03/2023","1.700","1.680","1.720","1.620","0.00%"
"08/02/2023","1.700","1.500","1.710","1.500","3.03%"
"08/01/2023","1.650","1.500","1.700","1.500","-1.79%"
"07/31/2023","1.680","1.570","1.680","1.550","1.82%"
"07/30/2023","1.650","1.680","1.680","1.650","0.00%"
"07/29/2023","1.650","1.650","1.650","1.650","0.61%"
"07/28/2023","1.640","1.650","1.680","1.610","-0.61%"
"07/27/2023","1.650","1.570","1.730","1.570","3.12%"
"07/26/2023","1.600","1.670","1.710","1.600","-3.03%"
"07/25/2023","1.650","1.660","1.710","1.600","0.00%"
"07/24/2023","1.650","1.660","1.710","1.600","0.00%"
"07/23/2023","1.650","1.660","1.660","1.650","0.00%"
"07/21/2023","1.650","1.660","1.710","1.650","0.00%"
"07/20/2023","1.650","1.660","1.710","1.610","0.00%"
"07/19/2023","1.650","1.660","1.680","1.630","0.00%"
"07/18/2023","1.650","1.660","1.690","1.640","0.00%"
"07/17/2023","1.650","1.660","1.710","1.630","0.00%"
"07/16/2023","1.650","1.650","1.650","1.650","5.10%"
"07/15/2023","1.570","1.570","1.570","1.570","-4.85%"
"07/14/2023","1.650","1.660","1.720","1.610","0.00%"
"07/13/2023","1.650","1.660","1.660","1.520","5.77%"
"07/12/2023","1.560","1.660","1.660","1.560","-5.45%"
"07/11/2023","1.650","1.660","1.660","1.630","4.43%"
"07/10/2023","1.580","1.660","1.660","1.520","-4.82%"
"07/09/2023","1.660","1.450","1.660","1.450","4.40%"
"07/08/2023","1.590","1.660","1.660","1.590","-3.64%"
"07/07/2023","1.650","1.660","1.730","1.590","3.12%"
"07/06/2023","1.600","1.660","1.710","1.600","0.00%"
"07/05/2023","1.600","1.660","1.720","1.600","0.00%"
"07/04/2023","1.600","1.660","1.710","1.600","0.00%"
"07/03/2023","1.600","1.660","1.700","1.550","0.00%"
"07/02/2023","1.600","1.570","1.600","1.570","-3.61%"
"07/01/2023","1.660","1.570","1.660","1.570","0.61%"
"06/30/2023","1.650","1.660","1.690","1.610","3.12%"
"06/29/2023","1.600","1.660","1.670","1.600","-3.03%"
"06/28/2023","1.650","1.660","1.700","1.610","0.00%"
"06/27/2023","1.650","1.660","1.690","1.600","0.00%"
"06/26/2023","1.650","1.450","1.700","1.450","13.79%"
"06/25/2023","1.450","1.540","1.540","1.450","-12.12%"
"06/23/2023","1.650","1.680","1.680","1.540","-1.79%"
"06/22/2023","1.680","1.670","1.680","1.600","0.60%"
"06/21/2023","1.670","1.650","1.710","1.600","5.03%"
"06/20/2023","1.590","1.650","1.710","1.590","-5.36%"
"06/19/2023","1.680","1.650","1.740","1.580","1.82%"
"06/18/2023","1.650","1.600","1.650","1.600","0.00%"
"06/17/2023","1.650","1.650","1.650","1.650","-1.20%"
"06/16/2023","1.670","1.600","1.680","1.550","3.09%"
"06/15/2023","1.620","1.600","1.680","1.580","0.00%"
"06/14/2023","1.620","1.600","1.660","1.550","3.85%"
"06/13/2023","1.560","1.600","1.650","1.550","-2.50%"
"06/12/2023","1.600","1.520","1.720","1.520","4.58%"
"06/11/2023","1.530","1.570","1.570","1.530","-2.55%"
"06/10/2023","1.570","1.530","1.570","1.530","4.67%"
"06/09/2023","1.500","1.530","1.660","1.480","-0.66%"
"06/08/2023","1.510","1.440","1.540","1.420","4.14%"
"06/07/2023","1.450","1.440","1.530","1.440","0.00%"
"06/06/2023","1.450","1.440","1.510","1.440","-1.36%"
"06/05/2023","1.470","1.440","1.510","1.440","2.08%"
"06/04/2023","1.440","1.440","1.440","1.440","5.88%"
"06/03/2023","1.360","1.360","1.360","1.360","-6.21%"
"06/02/2023","1.450","1.430","1.530","1.430","-2.03%"
"06/01/2023","1.480","1.430","1.520","1.400","4.96%"
"05/31/2023","1.410","1.440","1.480","1.390","-2.08%"
"05/30/2023","1.440","1.340","1.440","1.340","1.41%"
"05/29/2023","1.420","1.360","1.420","1.360","0.00%"
"05/28/2023","1.420","1.420","1.420","1.420","0.00%"
"05/26/2023","1.420","1.420","1.460","1.380","0.00%"
