"Date","Price","Open","High","Low","Change %"
"05/30/2024","1.330","1.290","1.330","1.250","2.31%"
"05/29/2024","1.300","1.310","1.340","1.250","0.78%"
"05/28/2024","1.290","1.300","1.340","1.250","-1.53%"
"05/27/2024","1.310","1.300","1.370","1.250","-0.76%"
"05/24/2024","1.320","1.300","1.360","1.250","0.76%"
"05/23/2024","1.310","1.240","1.340","1.230","4.80%"
"05/22/2024","1.250","1.250","1.270","1.220","0.00%"
"05/21/2024","1.250","1.290","1.290","1.210","-2.34%"
"05/20/2024","1.280","1.290","1.290","1.280","0.00%"
"05/17/2024","1.280","1.220","1.280","1.180","0.79%"
"05/16/2024","1.270","1.220","1.290","1.190","-1.55%"
"05/15/2024","1.290","1.240","1.490","1.210","0.00%"
"05/14/2024","1.290","1.240","1.290","1.230","0.78%"
"05/13/2024","1.280","1.240","1.290","1.220","-1.54%"
"05/12/2024","1.300","1.290","1.300","1.290","6.56%"
"05/11/2024","1.220","1.220","1.220","1.220","-5.43%"
"05/10/2024","1.290","1.260","1.300","1.200","5.74%"
"05/09/2024","1.220","1.260","1.300","1.220","-2.40%"
"05/08/2024","1.250","1.270","1.370","1.220","0.00%"
"05/07/2024","1.250","1.270","1.320","1.220","1.63%"
"05/06/2024","1.230","1.270","1.320","1.210","0.00%"
"05/05/2024","1.230","1.230","1.230","1.230","0.00%"
"05/04/2024","1.230","1.230","1.230","1.230","-5.38%"
"05/03/2024","1.300","1.270","1.390","1.240","5.69%"
"05/02/2024","1.230","1.270","1.320","1.210","-6.82%"
"05/01/2024","1.320","1.250","1.320","1.250","6.45%"
"04/30/2024","1.240","1.270","1.320","1.190","0.81%"
"04/29/2024","1.230","1.270","1.330","1.210","0.00%"
"04/28/2024","1.230","1.230","1.230","1.230","0.00%"
"04/27/2024","1.230","1.230","1.230","1.230","-0.81%"
"04/26/2024","1.240","1.270","1.290","1.230","0.00%"
"04/25/2024","1.240","1.270","1.270","1.180","0.00%"
"04/24/2024","1.240","1.270","1.320","1.220","0.81%"
"04/23/2024","1.230","1.270","1.320","1.200","-0.81%"
"04/22/2024","1.240","1.370","1.370","1.230","1.64%"
"04/21/2024","1.220","1.220","1.220","1.220","0.00%"
"04/20/2024","1.220","1.310","1.370","1.220","-6.87%"
"04/19/2024","1.310","1.270","1.350","1.190","7.38%"
"04/18/2024","1.220","1.270","1.320","1.200","-2.40%"
"04/17/2024","1.250","1.270","1.320","1.190","0.00%"
"04/16/2024","1.250","1.300","1.350","1.200","-6.02%"
"04/15/2024","1.330","1.250","1.350","1.200","6.40%"
"04/14/2024","1.250","1.250","1.250","1.250","0.00%"
"04/13/2024","1.250","1.330","1.330","1.250","1.63%"
"04/12/2024","1.230","1.300","1.310","1.200","0.00%"
"04/11/2024","1.230","1.300","1.300","1.210","0.82%"
"04/10/2024","1.220","1.300","1.350","1.170","-2.40%"
"04/09/2024","1.250","1.300","1.380","1.180","-6.02%"
"04/08/2024","1.330","1.250","1.360","1.180","5.56%"
"04/07/2024","1.260","1.330","1.330","1.260","0.00%"
"04/06/2024","1.260","1.330","1.330","1.260","-3.08%"
"04/05/2024","1.300","1.260","1.310","1.200","0.78%"
"04/04/2024","1.290","1.300","1.360","1.110","0.78%"
"04/03/2024","1.280","1.300","1.330","1.250","1.59%"
"04/02/2024","1.260","1.280","1.300","1.260","-2.33%"
"04/01/2024","1.290","1.290","1.290","1.290","-3.73%"
"03/31/2024","1.340","1.270","1.370","1.270","5.51%"
"03/30/2024","1.270","1.270","1.270","1.270","-5.22%"
"03/29/2024","1.340","1.270","1.340","1.270","3.88%"
"03/28/2024","1.290","1.300","1.380","1.250","0.00%"
"03/27/2024","1.290","1.300","1.390","1.250","0.78%"
"03/26/2024","1.280","1.330","1.400","1.260","1.59%"
"03/25/2024","1.260","1.300","1.380","1.240","0.00%"
"03/24/2024","1.260","1.340","1.340","1.260","0.00%"
"03/23/2024","1.260","1.340","1.340","1.260","-8.70%"
"03/22/2024","1.380","1.370","1.390","1.250","15.00%"
"03/21/2024","1.200","1.400","1.690","1.200","-18.37%"
"03/20/2024","1.470","1.460","1.690","1.420","0.00%"
"03/19/2024","1.470","1.450","1.680","1.410","-6.96%"
"03/18/2024","1.580","1.490","1.680","1.440","9.72%"
"03/17/2024","1.440","1.440","1.440","1.440","0.00%"
"03/16/2024","1.440","1.440","1.440","1.440","-0.69%"
"03/15/2024","1.450","1.440","1.680","1.400","2.84%"
"03/14/2024","1.410","1.450","1.490","1.390","-3.42%"
"03/13/2024","1.460","1.420","1.670","1.370","-3.95%"
"03/12/2024","1.520","1.410","1.670","1.370","0.00%"
"03/11/2024","1.520","1.390","1.660","1.360","-0.65%"
"03/10/2024","1.530","1.400","1.530","1.400","9.29%"
"03/09/2024","1.400","1.530","1.530","1.400","0.00%"
"03/08/2024","1.400","1.420","1.470","1.370","0.00%"
"03/07/2024","1.400","1.420","1.490","1.330","0.00%"
"03/06/2024","1.400","1.420","1.540","1.350","-8.50%"
"03/05/2024","1.530","1.400","1.540","1.360","0.00%"
"03/04/2024","1.530","1.420","1.530","1.390","10.07%"
"03/03/2024","1.390","1.530","1.530","1.390","0.00%"
"03/02/2024","1.390","1.390","1.390","1.390","-0.71%"
"03/01/2024","1.400","1.390","1.420","1.350","0.00%"
"02/29/2024","1.400","1.430","1.500","1.350","-3.45%"
"02/28/2024","1.450","1.530","1.540","1.390","-4.61%"
"02/27/2024","1.520","1.460","1.550","1.390","0.00%"
"02/26/2024","1.520","1.430","1.540","1.400","5.56%"
"02/25/2024","1.440","1.530","1.530","1.440","0.00%"
"02/24/2024","1.440","1.440","1.440","1.440","-5.88%"
"02/23/2024","1.530","1.420","1.560","1.390","-0.65%"
"02/22/2024","1.540","1.440","1.550","1.360","0.00%"
"02/21/2024","1.540","1.400","1.550","1.380","0.00%"
"02/20/2024","1.540","1.460","1.550","1.390","4.76%"
"02/19/2024","1.470","1.440","1.560","1.370","2.08%"
"02/18/2024","1.440","1.550","1.550","1.440","0.00%"
"02/17/2024","1.440","1.440","1.440","1.440","-7.10%"
"02/16/2024","1.550","1.440","1.560","1.370","8.39%"
"02/15/2024","1.430","1.460","1.550","1.360","-2.05%"
"02/14/2024","1.460","1.570","1.570","1.360","-5.19%"
"02/13/2024","1.540","1.530","1.590","1.330","-1.28%"
"02/12/2024","1.560","1.420","1.590","1.420","0.00%"
"02/11/2024","1.560","1.560","1.560","1.560","9.86%"
"02/09/2024","1.420","1.550","1.800","1.420","-9.55%"
"02/08/2024","1.570","1.540","1.590","1.370","0.00%"
"02/07/2024","1.570","1.550","1.800","1.420","3.97%"
"02/06/2024","1.510","1.570","1.610","1.420","-5.03%"
"02/05/2024","1.590","1.530","1.600","1.420","4.61%"
"02/04/2024","1.520","1.530","1.530","1.520","-0.65%"
"02/02/2024","1.530","1.490","1.580","1.410","-1.29%"
"02/01/2024","1.550","1.510","1.560","1.430","2.65%"
"01/31/2024","1.510","1.500","1.590","1.410","0.00%"
"01/30/2024","1.510","1.520","1.590","1.430","-5.03%"
"01/29/2024","1.590","1.550","1.620","1.460","2.58%"
"01/28/2024","1.550","1.590","1.590","1.550","3.33%"
"01/26/2024","1.500","1.550","1.630","1.470","-3.23%"
"01/25/2024","1.550","1.600","1.640","1.510","-3.13%"
"01/24/2024","1.600","1.590","1.670","1.520","0.00%"
"01/23/2024","1.600","1.690","1.690","1.520","0.00%"
"01/22/2024","1.600","1.630","1.690","1.520","-0.62%"
"01/21/2024","1.610","1.600","1.670","1.600","5.92%"
"01/19/2024","1.520","1.640","1.640","1.460","-5.00%"
"01/18/2024","1.600","1.580","1.640","1.490","5.96%"
"01/17/2024","1.510","1.580","1.640","1.440","-5.63%"
"01/16/2024","1.600","1.610","1.640","1.480","0.00%"
"01/15/2024","1.600","1.510","1.670","1.450","0.00%"
"01/14/2024","1.600","1.650","1.700","1.600","0.00%"
"01/12/2024","1.600","1.650","1.710","1.480","-0.62%"
"01/11/2024","1.610","1.640","1.730","1.520","0.00%"
"01/10/2024","1.610","1.680","1.730","1.520","0.00%"
"01/09/2024","1.610","1.680","1.710","1.540","0.00%"
"01/08/2024","1.610","1.650","1.710","1.610","0.00%"
"01/07/2024","1.610","1.700","1.710","1.610","-2.42%"
"01/05/2024","1.650","1.700","1.720","1.550","5.10%"
"01/04/2024","1.570","1.650","1.660","1.510","-2.48%"
"01/03/2024","1.610","1.650","1.690","1.530","0.00%"
"01/02/2024","1.610","1.650","1.690","1.490","0.00%"
"01/01/2024","1.610","1.660","1.690","1.610","-0.62%"
"12/31/2023","1.620","1.610","1.690","1.610","0.62%"
"12/29/2023","1.610","1.660","1.660","1.510","-3.59%"
"12/28/2023","1.670","1.690","1.690","1.510","3.73%"
"12/27/2023","1.610","1.650","1.720","1.490","0.00%"
"12/26/2023","1.610","1.620","1.670","1.610","0.00%"
"12/25/2023","1.610","1.620","1.690","1.610","0.00%"
"12/24/2023","1.610","1.640","1.680","1.610","-1.83%"
"12/23/2023","1.640","1.640","1.640","1.640","1.23%"
"12/22/2023","1.620","1.650","1.950","1.500","-1.82%"
"12/21/2023","1.650","1.640","1.690","1.510","3.12%"
"12/20/2023","1.600","1.610","1.730","1.510","0.00%"
"12/19/2023","1.600","1.570","1.640","1.460","0.00%"
"12/18/2023","1.600","1.620","1.640","1.430","4.58%"
"12/17/2023","1.530","1.600","1.620","1.530","-4.38%"
"12/15/2023","1.600","1.520","1.650","1.450","-0.62%"
"12/14/2023","1.610","1.620","1.930","1.390","0.00%"
"12/13/2023","1.610","1.630","1.930","1.470","0.00%"
"12/12/2023","1.610","1.620","1.920","1.480","-1.23%"
"12/11/2023","1.630","1.610","1.920","1.480","0.00%"
"12/10/2023","1.630","1.560","1.650","1.560","8.67%"
"12/08/2023","1.500","1.670","1.670","1.480","-10.18%"
"12/07/2023","1.670","1.560","1.910","1.510","9.87%"
"12/06/2023","1.520","1.610","1.680","1.510","-1.30%"
"12/05/2023","1.540","1.600","1.900","1.470","-4.35%"
"12/04/2023","1.610","1.580","1.890","1.460","-4.17%"
"12/03/2023","1.680","1.680","1.680","1.680","0.00%"
"12/02/2023","1.680","1.680","1.680","1.680","8.39%"
